瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
146,傈林,2026-01-07 09:00,2.4,,,9,1.5,,250,,76,,5.5,-1.4,1013.5,,1021.1,,0,,.16,,,,6,6,Sc,10,1038,,,.1,,,,,
146,傈林,2026-01-07 10:00,4.9,,,9,3.4,,270,,64,,5.6,-1.3,1013.4,,1020.9,,.3,,.53,,,,7,7,Sc,10,620,,4019,.4,,,,,
146,傈林,2026-01-07 11:00,4,,,9,3.3,,270,,77,,6.2,.3,1013.8,,1021.4,,0,,.33,,,,9,9,Sc,6,561,,401901,.6,,,,,
146,傈林,2026-01-07 12:00,6,,0,,5.9,,270,,51,,4.8,-3.3,1013.4,,1020.9,,.6,,1.29,,,,4,4,Sc,10,1463,,4019,1.5,,,,,
146,傈林,2026-01-07 13:00,5.9,,,9,6.7,,270,,48,,4.5,-4.2,1013.5,,1021,,.9,,1.78,,,,2,2,Sc,10,1994,,,2.7,,,,,
146,傈林,2026-01-07 14:00,5.9,,,9,5.8,,290,,48,,4.5,-4.2,1013.7,,1021.2,,1,,1.86,,,,1,1,Sc,10,2313,,,3.9,,,,,
146,傈林,2026-01-07 15:00,4.7,,,9,6.7,,270,,47,,4,-5.6,1014,,1021.5,,1,,1.53,,,,1,1,Sc,10,3951,,,3.8,,,,,
146,傈林,2026-01-07 16:00,3.9,,,9,5.7,,270,,48,,3.9,-6.1,1014.4,,1022,,.8,,.96,,,,2,2,Sc,13,3875,,,2.7,,,,,
146,傈林,2026-01-07 17:00,2.5,,,9,4,,290,,53,,3.9,-6.1,1015,,1022.6,,.7,,.36,,,,0,0,,,4101,,,.5,,,,,
146,傈林,2026-01-07 18:00,.8,,,9,4.4,,270,,60,,3.9,-6,1015.8,,1023.5,,.1,,.05,,,,0,0,,,3815,,,.3,,,,,
146,傈林,2026-01-07 19:00,.1,,,9,3.1,,290,,66,,4.1,-5.5,1016.6,,1024.3,,,9,,9,,,0,0,,,3236,,,.2,,,,,
146,傈林,2026-01-07 20:00,-.3,,,9,3.1,,290,,66,,4,-5.8,1017.2,,1024.9,,,9,,9,,,0,0,,,3545,,,-.1,,,,,
146,傈林,2026-01-07 21:00,-1.3,,,9,2.2,,340,,69,,3.8,-6.2,1017.6,,1025.3,,,9,,9,,,2,2,Sc,10,3129,,,-.4,,,,,
146,傈林,2026-01-07 22:00,-1.5,,,9,2.4,,320,,70,,3.8,-6.2,1018,,1025.7,,,9,,9,,,2,2,,11,3453,,,-.7,,,,,
146,傈林,2026-01-07 23:00,-2.1,,,9,2.6,,320,,70,,3.7,-6.8,1018.4,,1026.2,,,9,,9,,,0,0,,,2878,,,-1.2,,,,,
146,傈林,2026-01-08 00:00,-3.1,,,9,2.2,,340,,69,,3.4,-7.9,1018.4,,1026.2,,,9,,9,,,0,0,,,1953,,,-1.8,,,,,
146,傈林,2026-01-08 01:00,-3.2,,,,2.8,,320,,63,,3,-9.2,1018.7,,1026.5,,,9,,9,,,0,0,,,3605,,,-2.3,,,,,
146,傈林,2026-01-08 02:00,-3.7,,,,2.3,,340,,61,,2.8,-10.1,1019,,1026.8,,,9,,9,,,0,0,,,3122,,,-2.6,,,,,
146,傈林,2026-01-08 03:00,-4.2,,,,2.6,,340,,60,,2.7,-10.8,1019.5,,1027.3,,,9,,9,,,0,0,,,4171,,,-3,,,,,
146,傈林,2026-01-08 04:00,-4.8,,,,2.2,,340,,63,,2.7,-10.7,1019.7,,1027.6,,,9,,9,,,0,0,,,4281,,,-3.4,,,,,
146,傈林,2026-01-08 05:00,-5,,,,1.5,,340,,63,,2.7,-10.9,1019.8,,1027.7,,,9,,9,,,0,0,,,4150,,,-3.6,,,,,
146,傈林,2026-01-08 06:00,-4.9,,,,2.1,,290,,60,,2.6,-11.4,1020,,1027.9,,,9,,9,,,0,0,,,4265,,,-4,,,,,
146,傈林,2026-01-08 07:00,-5.6,,,,1.9,,340,,65,,2.6,-11.1,1020.7,,1028.6,,,9,,9,,,0,0,,,2914,,,-4.3,,,,,
146,傈林,2026-01-08 08:00,-6.1,,,,2.3,,320,,69,,2.7,-10.8,1021.4,,1029.3,,0,,0,,,,0,0,,,3409,,,-4.6,,,,,
146,傈林,2026-01-08 09:00,-4.5,,,,1,,20,,61,,2.7,-10.8,1021.9,,1029.8,,.9,,.35,,,,0,0,,,3457,,,-3.7,,,,,
146,傈林,2026-01-08 10:00,-3.2,,,,3.9,,340,,47,,2.3,-12.9,1021.9,,1029.7,,1,,.99,,,,0,0,,,4263,,,-2.6,,,,,
146,傈林,2026-01-08 11:00,-2.3,,,,3.9,,320,,42,,2.2,-13.5,1021.6,,1029.4,,1,,1.54,,,,0,0,,,4450,,,-.5,,,,,
146,傈林,2026-01-08 12:00,-1.4,,,,4.2,,360,,30,,1.7,-16.7,1021,,1028.8,,1,,1.91,,,,0,0,,,4642,,,.4,,,,,
146,傈林,2026-01-08 13:00,.4,,,,2.2,,320,,28,,1.8,-16,1020.2,,1027.9,,1,,2.09,,,,0,0,,,4350,,,.6,,,,,
146,傈林,2026-01-08 14:00,.8,,,,2.8,,270,,30,,1.9,-14.8,1019.6,,1027.3,,1,,1.99,,,,0,0,,,4773,,,.7,,,,,
146,傈林,2026-01-08 15:00,1.6,,,,2.9,,270,,32,,2.2,-13.3,1019.5,,1027.2,,1,,1.68,,,,0,0,,,4460,,,.8,,,,,
146,傈林,2026-01-08 16:00,1.1,,,,3.7,,270,,32,,2.1,-13.8,1019.6,,1027.3,,1,,1.19,,,,0,0,,,4756,,,.3,,,,,
146,傈林,2026-01-08 17:00,-.3,,,,4,,270,,40,,2.4,-12.2,1020,,1027.7,,1,,.57,,,,0,0,,,4408,,,.1,,,,,
146,傈林,2026-01-08 18:00,-1.7,,,,2.7,,250,,43,,2.3,-12.6,1020.1,,1027.9,,.4,,.07,,,,0,0,,,5000,,,-.6,,,,,
146,傈林,2026-01-08 19:00,-2.3,,,,3.4,,270,,46,,2.4,-12.3,1020.8,,1028.6,,,9,,9,,,0,0,,,4847,,,-1.4,,,,,
146,傈林,2026-01-08 20:00,-3.3,,,,1.4,,270,,52,,2.5,-11.7,1021.2,,1029,,,9,,9,,,0,0,,,4692,,,-1.9,,,,,
146,傈林,2026-01-08 21:00,-4.1,,,,1.2,,320,,55,,2.5,-11.8,1021.5,,1029.3,,,9,,9,,,0,0,,,3987,,,-2.4,,,,,
146,傈林,2026-01-08 22:00,-4.3,,,,1.6,,140,,57,,2.5,-11.5,1021.1,,1028.9,,,9,,9,,,0,0,,,4719,,,-2.6,,,,,
146,傈林,2026-01-08 23:00,-5,,,,1.6,,140,,59,,2.5,-11.7,1020.8,,1028.7,,,9,,9,,,0,0,,,4788,,,-2.9,,,,,
146,傈林,2026-01-09 00:00,-5.2,,,,2.1,,140,,60,,2.5,-11.7,1020.5,,1028.4,,,9,,9,,,0,0,,,4606,,,-3.2,,,,,
146,傈林,2026-01-09 01:00,-5.5,,,,2.3,,140,,60,,2.4,-12,1020.2,,1028.1,,,9,,9,,,0,0,,,4638,,,-3.4,,,,,
146,傈林,2026-01-09 02:00,-5.4,,,,2.4,,140,,61,,2.5,-11.7,1020.1,,1028,,,9,,9,,,0,0,,,4492,,,-3.6,,,,,
146,傈林,2026-01-09 03:00,-5.2,,,,2,,110,,62,,2.6,-11.3,1019.9,,1027.8,,,9,,9,,,5,5,Sc,11,4730,,,-3.3,,,,,
146,傈林,2026-01-09 04:00,-5.4,,,,2.2,,140,,64,,2.6,-11.1,1019.3,,1027.2,,,9,,9,,,4,4,Sc,12,4840,,,-3.7,,,,,
146,傈林,2026-01-09 05:00,-4.6,,,,2,,110,,64,,2.8,-10.3,1018.5,,1026.3,,,9,,9,,,6,6,Sc,12,4857,,,-2.9,,,,,
146,傈林,2026-01-09 06:00,-4.7,,,,1.9,,140,,65,,2.8,-10.2,1018.1,,1025.9,,,9,,9,,,8,8,Sc,11,4699,,,-3.5,,,,,
146,傈林,2026-01-09 07:00,-4,,,,2.8,,160,,66,,3,-9.4,1018.1,,1025.9,,,9,,9,,,8,8,Sc,12,4747,,,-3.2,,,,,
146,傈林,2026-01-09 08:00,-3.7,,,,2.2,,140,,66,,3.1,-9.1,1017.9,,1025.7,,0,,0,,,,2,2,Sc,15,4320,,,-3.1,,,,,
146,傈林,2026-01-09 09:00,-2,,,,2.6,,140,,65,,3.4,-7.7,1017.6,,1025.4,,0,,.18,,,,8,8,Sc,13,4075,,,-1.7,,,,,
146,傈林,2026-01-09 10:00,.1,,,,2.7,,160,,60,,3.7,-6.7,1017.2,,1024.9,,0,,.39,,,,9,9,Sc,12,4416,,,-.4,,,,,
146,傈林,2026-01-09 11:00,2,,,,1.9,,140,,56,,4,-5.8,1017.2,,1024.8,,0,,.55,,,,7,7,Sc,12,4672,,,.2,,,,,
146,傈林,2026-01-09 12:00,5.7,,,,2.5,,160,,47,,4.3,-4.7,1015.8,,1023.3,,.8,,1.64,,,,3,3,Sc,13,4609,,,1,,,,,
146,傈林,2026-01-09 13:00,6.1,,,,2.3,,180,,47,,4.4,-4.3,1014.6,,1022.1,,.3,,1.37,,,,8,8,Sc,13,4468,,,2.3,,,,,
146,傈林,2026-01-09 14:00,6.3,,,,2.7,,230,,48,,4.6,-3.9,1013.6,,1021.1,,.1,,.98,,,,8,8,Sc,13,4889,,,2.8,,,,,
146,傈林,2026-01-09 15:00,6.4,,,,5.6,,230,,49,,4.7,-3.5,1013.1,,1020.6,,.3,,1,,,,6,3,ScCi,13,4351,,,2.9,,,,,
146,傈林,2026-01-09 16:00,6.5,,,,3.9,,250,,50,,4.9,-3.1,1012.6,,1020.1,,.4,,.82,,,,6,6,Sc,13,4710,,,2.3,,,,,
146,傈林,2026-01-09 17:00,6.1,,,,3,,200,,51,,4.8,-3.2,1011.9,,1019.4,,.4,,.34,,,,3,3,Sc,14,4906,,,.8,,,,,
146,傈林,2026-01-09 18:00,4.9,,,,2.1,,180,,55,,4.8,-3.4,1011.6,,1019.1,,0,,.03,,,,6,3,ScCi,14,4420,,,.3,,,,,
146,傈林,2026-01-09 19:00,4.3,,,,1.8,,180,,58,,4.8,-3.2,1011.4,,1018.9,,,9,,9,,,7,7,,13,4247,,,.3,,,,,
146,傈林,2026-01-09 20:00,4.5,,,,2.4,,160,,60,,5,-2.6,1010.9,,1018.4,,,9,,9,,,8,8,,14,3955,,,.3,,,,,
146,傈林,2026-01-09 21:00,4.7,,,,3.1,,160,,62,,5.3,-1.9,1010.2,,1017.7,,,9,,9,,,7,5,ScAc,14,4177,,,.3,,,,,
146,傈林,2026-01-09 22:00,4.4,,,,2.9,,160,,63,,5.3,-2,1009.7,,1017.2,,,9,,9,,,6,2,,13,4126,,,.3,,,,,
146,傈林,2026-01-09 23:00,4.3,,,,2.4,,140,,65,,5.4,-1.7,1008.9,,1016.4,,,9,,9,,,3,3,,11,3860,,,.3,,,,,
146,傈林,2026-01-10 00:00,4.3,,,,2.9,,160,,69,,5.8,-.8,1008.3,,1015.8,,,9,,9,,,5,5,Sc,10,2967,,,.3,,,,,
146,傈林,2026-01-10 01:00,3.8,,,,2.3,,140,,72,,5.8,-.7,1008,,1015.5,,,9,,9,,,0,0,,,2755,,,.2,,,,,
146,傈林,2026-01-10 02:00,5.5,,,,2.8,,180,,71,,6.4,.6,1007.4,,1014.9,,,9,,9,,,0,0,,,1878,,,.2,,,,,
146,傈林,2026-01-10 03:00,6.8,,,,2,,180,,66,,6.5,.8,1006.3,,1013.7,,,9,,9,,,1,1,Sc,10,1794,,,.2,,,,,
146,傈林,2026-01-10 04:00,8,,,,5,,200,,64,,6.8,1.5,1005.1,,1012.5,,,9,,9,,,9,9,Sc,15,1413,,,.5,,,,,
146,傈林,2026-01-10 05:00,8.2,,,,6.2,,230,,66,,7.2,2.2,1004.4,,1011.8,,,9,,9,,,7,7,Sc,17,1222,,,1,,,,,
146,傈林,2026-01-10 06:00,8.4,,,,6.3,,230,,66,,7.3,2.4,1003.9,,1011.3,,,9,,9,,,5,5,Sc,10,1180,,,2.6,,,,,
146,傈林,2026-01-10 07:00,8.8,,,,7.4,,230,,67,,7.5,2.9,1003.5,,1010.8,,,9,,9,,,7,7,Sc,12,1129,,,3.6,,,,,
146,傈林,2026-01-10 08:00,8.5,,,,5.8,,250,,72,,8,3.7,1003.8,,1011.2,,0,,0,,,,8,8,Sc,10,1025,,,3.9,,,,,
146,傈林,2026-01-10 09:00,8.3,,,,6.8,,250,,64,,7,1.8,1004.5,,1011.9,,0,,.16,,,,6,6,Sc,12,1057,,40,4.4,,,,,
146,傈林,2026-01-10 10:00,7.7,,,,6.8,,270,,61,,6.4,.6,1006.1,,1013.5,,.2,,.51,,,,6,6,Sc,11,1080,,,4.8,,,,,
146,傈林,2026-01-10 11:00,7.9,,,,8.1,,270,,44,,4.7,-3.6,1006.8,,1014.2,,.5,,.96,,,,6,6,Sc,12,2026,,,6.3,,,,,
146,傈林,2026-01-10 12:00,6.9,,,,9.7,,270,,47,,4.7,-3.6,1006.9,,1014.3,,.5,,1.22,,,,7,7,Sc,13,2210,,,5.8,,,,,
146,傈林,2026-01-10 13:00,5.3,,,9,9.1,,270,,59,,5.3,-2,1006.9,,1014.4,,.2,,.76,,,,7,7,Sc,12,2361,,0601,3.9,,,,,
146,傈林,2026-01-10 14:00,6.3,,,9,5.1,,270,,46,,4.4,-4.4,1006.7,,1014.1,,.4,,1.06,,,,9,9,Sc,11,3918,,05,6.2,,,,,
146,傈林,2026-01-10 15:00,4.5,,0,,5.7,,250,,53,,4.5,-4.2,1007.1,,1014.6,,.1,,.74,,,,5,5,Sc,13,3767,,05,4,,,,,
146,傈林,2026-01-10 16:00,4.6,,,9,9.4,,270,,39,,3.3,-8.1,1007.4,,1014.9,,.5,,.72,,,,4,4,Sc,14,4295,,,2.9,,,,,
146,傈林,2026-01-10 17:00,2.1,,,9,6.8,,270,,67,,4.8,-3.4,1008.3,,1015.9,,.1,,.25,,,,9,9,Sc,7,2988,,,1.5,,,,,
146,傈林,2026-01-10 18:00,.2,,.2,,4.9,,270,,85,,5.3,-2,1009.5,,1017.1,,0,,.01,,.4,.4,10,9,ScAs,8,1943,,1005,.8,,,,,
146,傈林,2026-01-10 19:00,.1,,,9,5.9,,270,,77,,4.8,-3.4,1010.6,,1018.2,,,9,,9,.7,,10,8,ScAs,5,2801,,05,.7,,,,,
146,傈林,2026-01-10 20:00,.1,,,9,4.8,,290,,71,,4.4,-4.5,1011.3,,1018.9,,,9,,9,.7,,9,2,,11,3317,,,.4,,,,,
146,傈林,2026-01-10 21:00,-.5,,0,,5.4,,290,,72,,4.2,-4.9,1012,,1019.7,,,9,,9,.7,.3,9,9,Sc,11,2711,,05,.3,,,,,
146,傈林,2026-01-10 22:00,-1.4,,,9,6.3,,290,,73,,4,-5.6,1012.7,,1020.4,,,9,,9,.7,,7,7,Sc,8,2084,,05,0,,,,,
146,傈林,2026-01-10 23:00,-1.8,,,9,4.6,,290,,80,,4.3,-4.8,1013.4,,1021.1,,,9,,9,.9,,9,9,Sc,5,2098,,05,.2,,,,,
146,傈林,2026-01-11 00:00,-2.7,,.6,,5,,290,,89,,4.5,-4.2,1013.8,,1021.5,,,9,,9,2.6,1.9,4,4,Sc,2,104,,05,.3,,,,,
146,傈林,2026-01-11 01:00,-2.5,,,9,4.2,,290,,65,,3.3,-8.1,1014.1,,1021.8,,,9,,9,2.6,,0,0,,,3263,,05,.4,,,,,
146,傈林,2026-01-11 02:00,-3.3,,,9,3,,320,,62,,3,-9.5,1014.6,,1022.4,,,9,,9,2.4,,1,0,,,3814,,,.4,,,,,
146,傈林,2026-01-11 03:00,-4.1,,0,,1.5,,320,,65,,2.9,-9.7,1014.7,,1022.5,,,9,,9,2.2,0,3,3,Sc,13,2372,,,.3,,,,,
146,傈林,2026-01-11 04:00,-4.5,,,9,2.3,,360,,64,,2.8,-10.2,1014.8,,1022.6,,,9,,9,2,,5,2,ScCi,15,3608,,,.2,,,,,
146,傈林,2026-01-11 05:00,-5.1,,,9,2.2,,340,,63,,2.6,-11,1015.3,,1023.1,,,9,,9,1.9,,7,7,Sc,15,3852,,,0,,,,,
146,傈林,2026-01-11 06:00,-5.1,,,9,1.8,,320,,58,,2.4,-12,1015.8,,1023.6,,,9,,9,1.8,,9,9,Sc,15,3994,,,0,,,,,
146,傈林,2026-01-11 07:00,-5.1,,,9,2.4,,290,,50,,2.1,-13.9,1016.4,,1024.2,,,9,,9,1.7,,8,8,Sc,15,4570,,,-.3,,,,,
146,傈林,2026-01-11 08:00,-6,,,9,2.1,,360,,54,,2.1,-13.8,1016.5,,1024.4,,0,,.01,,1.7,,3,3,Sc,11,4460,,,-.5,,,,,
146,傈林,2026-01-11 09:00,-4.7,,,9,2.4,,340,,47,,2,-14.3,1017.3,,1025.1,,.9,,.35,,1.5,,4,4,Sc,10,3903,,,-.6,,,,,
146,傈林,2026-01-11 10:00,-3.9,,,9,2.6,,360,,44,,2,-14.3,1018.3,,1026.1,,.9,,.9,,1.3,,2,2,Sc,11,3673,,,-.2,,,,,
146,傈林,2026-01-11 11:00,-3,,,9,2.3,,320,,35,,1.7,-16.3,1018.3,,1026.1,,1,,1.52,,1.1,,0,0,,,4656,,,.1,,,,,
146,傈林,2026-01-11 12:00,-2.3,,,9,3,,340,,35,,1.8,-15.7,1018,,1025.8,,1,,1.92,,.7,,0,0,,,4286,,,.2,,,,,
146,傈林,2026-01-11 13:00,-2,,,9,4.3,,320,,40,,2.1,-13.8,1017.6,,1025.4,,1,,2.07,,.2,,0,0,,,4834,,,.5,,,,,
146,傈林,2026-01-11 14:00,-1.3,,,9,3,,290,,39,,2.2,-13.5,1017.2,,1024.9,,1,,1.95,,,,4,4,Sc,12,4900,,,.6,,,,,
146,傈林,2026-01-11 15:00,-1.3,,,9,5.7,,290,,40,,2.2,-13.1,1017.1,,1024.8,,.7,,1.3,,,,5,5,Sc,13,4799,,,.5,,,,,
146,傈林,2026-01-11 16:00,-.7,,,9,5.9,,290,,39,,2.3,-12.9,1017.7,,1025.4,,.6,,.88,,,,3,3,Sc,12,4226,,,.6,,,,,
146,傈林,2026-01-11 17:00,-2,,,9,4.8,,290,,48,,2.5,-11.5,1018,,1025.8,,.9,,.48,,,,1,1,Sc,12,4533,,,.2,,,,,
146,傈林,2026-01-11 18:00,-3.5,,,9,2.9,,320,,53,,2.5,-11.7,1018.6,,1026.4,,.3,,.07,,,,1,1,Sc,12,4457,,,-.7,,,,,
146,傈林,2026-01-11 19:00,-4.2,,,9,3.6,,320,,58,,2.6,-11.2,1019.3,,1027.1,,,9,,9,,,0,0,,,3448,,,-1.2,,,,,
146,傈林,2026-01-11 20:00,-5.1,,,9,2.9,,340,,60,,2.5,-11.6,1019.9,,1027.8,,,9,,9,,,0,0,,,3816,,,-1.6,,,,,
146,傈林,2026-01-11 21:00,-5.6,,,9,1.8,,20,,60,,2.4,-12.1,1019.8,,1027.7,,,9,,9,,,0,0,,,4468,,,-1.9,,,,,
146,傈林,2026-01-11 22:00,-6,,,9,1,,90,,59,,2.3,-12.7,1019.8,,1027.7,,,9,,9,,,0,0,,,4128,,,-2.1,,,,,
146,傈林,2026-01-11 23:00,-6.2,,,9,1.8,,140,,63,,2.4,-12.1,1019.7,,1027.6,,,9,,9,,,0,0,,,4197,,,-2.4,,,,,
146,傈林,2026-01-12 00:00,-6.6,,,9,1.6,,140,,65,,2.4,-12,1019,,1026.9,,,9,,9,,,1,1,,,3902,,,-2.7,,,,,
146,傈林,2026-01-12 01:00,-6.8,,,,1.8,,110,,67,,2.5,-11.9,1018.3,,1026.2,,,9,,9,,,0,0,,,3871,,,-3,,,,,
146,傈林,2026-01-12 02:00,-6.9,,,,1.8,,140,,67,,2.4,-12,1018.4,,1026.3,,,9,,9,,,0,0,,,3980,,,-3,,,,,
146,傈林,2026-01-12 03:00,-6.7,,,,1.7,,110,,66,,2.4,-12,1018.5,,1026.4,,,9,,9,,,9,9,Sc,12,3872,,,-2.7,,,,,
146,傈林,2026-01-12 04:00,-6.5,,,,1.9,,140,,66,,2.5,-11.8,1018.2,,1026.1,,,9,,9,,,8,8,Sc,12,3877,,,-2.6,,,,,
146,傈林,2026-01-12 05:00,-6.9,,,,2.2,,140,,68,,2.5,-11.8,1017.4,,1025.3,,,9,,9,,,7,7,Sc,10,3666,,,-3.5,,,,,
146,傈林,2026-01-12 06:00,-6,,,,1.8,,140,,68,,2.7,-10.9,1017,,1024.9,,,9,,9,,,8,8,Sc,12,4036,,,-2.7,,,,,
146,傈林,2026-01-12 07:00,-5.1,,,,1.7,,140,,66,,2.8,-10.4,1017.2,,1025,,,9,,9,,,9,9,Sc,12,4029,,,-2.2,,,,,
146,傈林,2026-01-12 08:00,-4.7,,,,2.6,,140,,65,,2.8,-10.2,1016.6,,1024.4,,0,,.01,,,,8,8,Sc,12,4270,,,-2.2,,,,,
146,傈林,2026-01-12 09:00,-3,,,,2.9,,140,,63,,3.1,-9,1016,,1023.8,,.2,,.22,,,,9,9,Sc,13,4067,,,-1.2,,,,,
146,傈林,2026-01-12 10:00,-1.8,,,,2,,140,,61,,3.3,-8.3,1015.7,,1023.4,,0,,.44,,,,9,9,Sc,12,4133,,,-.3,,,,,
146,傈林,2026-01-12 11:00,.1,,,,2.9,,140,,61,,3.8,-6.5,1015.4,,1023.1,,0,,.74,,,,9,9,Sc,13,4176,,,.3,,,,,
146,傈林,2026-01-12 12:00,1.3,,,,3.2,,180,,61,,4.1,-5.4,1014.3,,1021.9,,0,,.82,,,,10,8,ScAs,11,3980,,,.3,,,,,
146,傈林,2026-01-12 13:00,1.5,,,,2.6,,160,,63,,4.3,-4.7,1013.2,,1020.8,,0,,.48,,,,10,9,ScAs,10,4351,,,.9,,,,,
146,傈林,2026-01-12 14:00,2.2,,,,2.6,,180,,61,,4.4,-4.5,1012,,1019.6,,0,,.49,,,,9,9,Sc,10,4195,,,1,,,,,
146,傈林,2026-01-12 15:00,3.5,,,,3.4,,180,,58,,4.5,-4,1010.8,,1018.3,,0,,.66,,,,8,8,Sc,12,4521,,,1.6,,,,,
146,傈林,2026-01-12 16:00,3.4,,,,2.6,,160,,58,,4.5,-4,1009.4,,1016.9,,.1,,.63,,,,3,3,Sc,13,4372,,,.7,,,,,
146,傈林,2026-01-12 17:00,2.9,,,,3,,140,,60,,4.5,-4.1,1008.5,,1016,,.4,,.34,,,,4,4,Sc,12,4218,,,.3,,,,,
146,傈林,2026-01-12 18:00,2.1,,,,2.1,,140,,65,,4.6,-3.8,1007.7,,1015.3,,.1,,.05,,,,8,8,Sc,12,3920,,,.2,,,,,
146,傈林,2026-01-12 19:00,1.2,,,,3.3,,140,,69,,4.6,-3.8,1007,,1014.6,,,9,,9,,,0,0,,,3761,,,0,,,,,
146,傈林,2026-01-12 20:00,1.4,,,,2.6,,140,,71,,4.8,-3.2,1006.5,,1014.1,,,9,,9,,,0,0,,,3983,,,-.3,,,,,
146,傈林,2026-01-12 21:00,1.6,,,,1.9,,110,,71,,4.9,-3.1,1006.3,,1013.9,,,9,,9,,,6,6,Sc,10,3828,,,-.3,,,,,
146,傈林,2026-01-12 22:00,2.8,,,9,3,,140,,72,,5.4,-1.7,1005.5,,1013,,,9,,9,,,9,9,Sc,10,3484,,01,.2,,,,,
146,傈林,2026-01-12 23:00,5.9,,,9,2.6,,200,,74,,6.9,1.6,1004.7,,1012.1,,,9,,9,,,10,5,ScAs,13,3715,,01,.3,,,,,
146,傈林,2026-01-13 00:00,7.4,,0,,6,,250,,76,,7.8,3.4,1004.6,,1012,,,9,,9,,,10,4,ScAs,9,2968,,01,1.7,,,,,
146,傈林,2026-01-13 01:00,6.8,,,9,5.2,,250,,77,,7.6,3,1004.8,,1012.2,,,9,,9,,,10,4,ScAs,7,2023,,01,2,,,,,
146,傈林,2026-01-13 02:00,6.2,,,9,4.5,,270,,77,,7.3,2.4,1005.3,,1012.7,,,9,,9,,,9,5,,7,1127,,,1.9,,,,,
146,傈林,2026-01-13 03:00,4.9,,0,,4.1,,270,,76,,6.6,1,1006.1,,1013.6,,,9,,9,,,6,6,Sc,12,1116,,,.8,,,,,
146,傈林,2026-01-13 04:00,4.6,,,9,4.6,,270,,72,,6.1,0,1006.2,,1013.7,,,9,,9,,,8,8,Sc,11,1384,,,.8,,,,,
146,傈林,2026-01-13 05:00,3.5,,,9,3.3,,270,,71,,5.6,-1.2,1006.4,,1013.9,,,9,,9,,,0,0,,,1399,,,.2,,,,,
146,傈林,2026-01-13 06:00,3.3,,,9,2.9,,250,,72,,5.6,-1.2,1007,,1014.5,,,9,,9,,,3,3,Sc,9,1375,,,.2,,,,,
146,傈林,2026-01-13 07:00,2.7,,,9,2.5,,270,,75,,5.6,-1.2,1008,,1015.5,,,9,,9,,,0,0,,,1408,,,.1,,,,,
146,傈林,2026-01-13 08:00,2.5,,,9,2.7,,270,,76,,5.6,-1.3,1009,,1016.6,,0,,0,,,,4,4,Sc,10,1340,,,.2,,,,,
146,傈林,2026-01-13 09:00,2.5,,,9,3.2,,290,,73,,5.4,-1.8,1010.2,,1017.8,,0,,.19,,,,5,5,Sc,10,1255,,,.3,,,,,
146,傈林,2026-01-13 10:00,2.5,,,9,4.9,,320,,60,,4.4,-4.4,1011.7,,1019.3,,.7,,.72,,,,1,1,Sc,10,1635,,,.4,,,,,
146,傈林,2026-01-13 11:00,3.2,,,9,3.5,,320,,42,,3.2,-8.5,1012.1,,1019.7,,1,,1.41,,,,0,0,,,3326,,,1.5,,,,,
146,傈林,2026-01-13 12:00,4.2,,,9,3.1,,320,,40,,3.3,-8.2,1011.8,,1019.3,,1,,1.81,,,,2,2,Sc,12,3151,,,4.8,,,,,
146,傈林,2026-01-13 13:00,4.6,,,9,5.3,,290,,43,,3.6,-6.9,1011.5,,1019,,1,,1.9,,,,1,1,Sc,12,3819,,,6.6,,,,,
146,傈林,2026-01-13 14:00,4.6,,,9,6,,290,,41,,3.5,-7.5,1011.5,,1019,,1,,2,,,,1,1,Sc,12,4189,,,7,,,,,
146,傈林,2026-01-13 15:00,4.3,,,9,5.6,,290,,44,,3.6,-6.9,1012.3,,1019.8,,1,,1.62,,,,2,2,Sc,12,3241,,,6.2,,,,,
146,傈林,2026-01-13 16:00,2.5,,,9,5.7,,290,,50,,3.7,-6.8,1012.9,,1020.5,,1,,1.19,,,,1,1,Sc,12,3120,,,3.6,,,,,
146,傈林,2026-01-13 17:00,1,,,9,4.4,,290,,55,,3.6,-7,1013,,1020.6,,.9,,.54,,,,0,0,,,3640,,,.5,,,,,
146,傈林,2026-01-13 18:00,-.3,,,9,4.8,,270,,61,,3.6,-6.9,1014.1,,1021.8,,.4,,.08,,,,0,0,,,4137,,,.1,,,,,
146,傈林,2026-01-13 19:00,-1,,,9,4.3,,270,,66,,3.8,-6.5,1014.8,,1022.5,,,9,,9,,,0,0,,,3475,,,-.5,,,,,
